lemma	top	first_tag
babbling	Q	Q2.1
babby	T	T3-/S2mf
babe-in-arms	T	T3--/S2mf
babies	T	T3
babies'-breath	L	L3
babirusa	L	L2
baboon	L	L2mfn
baboons	L	L2
baby	T	T3
baby's-breath	L	L3
baby-boomer	B	B1/S2mf/T1.3
baby-face	O	O4.2
baby-minder	S	S8+/S4/S2mf
baby-sit	S	S8+/S4
baby-sitter	S	S8+/S4/S2mf
baby-sitters	S	S8+/S4/S2mf
baby-sitting	S	S8+/S4
baby-talk	T	T3--/Q2.2
baby-walker	T	T3--/M3
babyhood	T	T3
babyish	T	T3
babysit	S	S8+/S4
babysitter	S	S8+/S4/S2mf
babysitting	S	S8+/S4
babytalk	T	T3--/Q2.1
baccalaureate	P	P1
bacchanal	S	S1.1.3+/F2
bachata	K	K2
bachelor	S	S2.2m
back	M	M6
back-biting	G	G2.2
back-breaking	A	A12
back-door	H	H2
back-end	M	M6
back-flow	M	M1/O1.2
back-hander	G	G2.2
back-office	I	I2.2
back-pack	B	B5
back-packer	M	M1/S2mf
back-packing	M	M1/K1
back-pedal	T	T1.1.1/A2.1
back-pedalling	T	T1.1.1/A2.1
back-room	H	H2
back-seat	A	A1.8
back-space	Q	Q3
back-stabber	G	G2.2-/S2mf
back-stabbing	G	G2.2
back-street	M	M3/H3
back-timing	T	T1.1.1
back-to-back	O	O4.1
back-to-school	P	P1
back-translated	Q	Q3
back-up	S	S8
backable	S	S8
backache	B	B2
backbench	G	G1.1
backbencher	G	G1.1/S2mf
backbenchers	G	G1.1/S2mf
backbenches	G	G1.2/H5
backbite	E	E3
backbiting	E	E3
backboard	O	O2
backbone	B	B1
backbreaking	A	A12
backburner	T	T1.1.3
backcloth	M	M6
backcomb	B	B4
backcountry	F	F4/M7
backdate	T	T1.1.1
backdated	T	T1.1.1
backdoor	A	A10
backdrop	M	M6
backed	S	S8
backer	S	S8+/S2mf
backers	S	S8+/S2mf
backfire	A	A6.1
backflow	M	M1/O1.2
backgammon	K	K5.2
backgarden	L	L3/H3
background	T	T1.1.1
backhand	K	K5.1
backhanded	A	A10
backhander	G	G2.2
backing	S	S8
backlash	A	A5.1
backless	O	O4.1
backlight	O	O3/W2
backlog	N	N5
backpack	O	O2
backpacker	M	M1/S2mf
backpacking	M	M1
backpedal	A	A2.1
backrest	O	O2
backroom	H	H2
backroom-boy	A	A10-/S2.2m
backs	B	B1
backseat	A	A1.8
backside	B	B1
backslapping	E	E2+/A1.1.1
backslash	Q	Q3
backslide	A	A5.1-/A2.1
backsliding	A	A5.1-/A2.1
backstabbing	G	G2.2
backstage	M	M6/K4
backstreet	M	M3/H3
backstroke	M	M4
backtrack	M	M6/A2.1
backup	S	S8
backward	X	X9.1
backward-looking	T	T3+/E2
backwardness	X	X9.1
backwards	X	X9.1
backwash	W	W3/M4
backwater	M	M7/A11.1
backwoods	M	M7
backyard	H	H3
bacteria	L	L2c
bacterial	L	L2
bacterium	L	L2
bad	A	A5.1
bad-looking	O	O4.2
bad-mannered	S	S1.2.4
bad-mouth	G	G2.2-/Q2.2
bad-tasting	X	X3.1/E2
bad-tempered	E	E3
baddie	G	G2.1-/S2mf
baddun	G	G2.2-/S2mf
baddy	G	G2.1-/S2mf
badge	O	O2
badge-work	C	C1
badger	L	L2mfn
badgered	Q	Q2.2
badgers	L	L2mfn
badges	O	O2
badinage	Q	Q2.2
badly	A	A5.1
badminton	K	K5.1
badmouth	E	E2-/Q2.2
badness	A	A5.1
baffle	O	O2
baffled	X	X2.5
bafflement	X	X2.5
baffles	X	X2.5
baffling	X	X2.5
bag	A	A9
bagel	F	F1
bagful	N	N5.2
baggage	B	B5
bagged	O	O4.4
baggy	O	O4.4
bagpipe	K	K2
bagpipes	K	K2
bags	B	B5
baguette	F	F1
bah	Z	Z4
baht	I	I1
bail	G	G2.1/I1
bail-out	S	S8+/I1.2
bailer	N	N5---/M4/S2mf
bailiff	G	G2.1/I3.2/S2mf
bailiffs	G	G2.1/I3.2/S2mf
bailout	S	S8+/I1.2
bain	X	X7
bain-maries	O	O2/F1
bairn	T	T3-/S2mf
bait	K	K5.1/F1
baited	E	E3
baiting	G	G2.2
baits	E	E3
baize	O	O1.1/K5.1
bake	F	F1
bake-house	F	F1/H1
baked	F	F1
bakeries	F	F1/H1
bakers	F	F1/S2mf
bakery	F	F1/H1
baking	O	O4.6
baksheesh	I	I1
balaclava	B	B5
balaclavas	B	B5
balalaika	K	K2
balance	O	O4.1/B1
balanced	O	O4.1/B1
balances	O	O4.1/B1
balancing	O	O4.1/B1
balanitis	B	B2
balcony	H	H2
bald	B	B1
balderdash	A	A5.2
baldheaded	B	B1
balding	B	B1
baldness	B	B1
baldy	B	B1
bale	A	A1.1.1
baled	A	A1.1.1
baleful	A	A1.1.2
baler	A	A1.1.1/S2mf
bales	O	O2
balk	S	S8
balky	S	S8
ball	O	O4.4
ball-bearing	O	O2
ball-game	A	A4.1
ball-point	Q	Q1.2/O2
ballad	K	K2
ballads	K	K2
ballast	N	N3.5/O2
ballerina	K	K4/S2.1f
ballet	K	K4
balletic	O	O4.2
ballgame	A	A1.1.1
ballgown	B	B5
ballgowns	B	B5
ballistic	G	G3
ballistics	Y	Y1/X2.4
balloon	M	M5
balloonist	K	K5.1/S2mf
ballot	G	G1.2
ballot-rigging	G	G1.2/G2.2
balloting	G	G1.2
ballots	G	G1.2
ballpark	K	K5.1/H1
ballplayer	K	K5.2/S2mf
ballpoint	Q	Q1.2/O2
ballroom	H	H2/K1
ballses	S	S1.2.5
balm	B	B3/O1.1
balmouth	Z	Z2
balmy	O	O4.6
baloney	S	S1.2.6
balsa	L	L3
balsam	B	B3/O1.1
balti	F	F1
baluster	H	H2
balusters	H	H2
balustrade	H	H2
bamboo	L	L3
bamboozle	G	G2.2
bamboozled	G	G2.2
ban	S	S7.4
banal	X	X5.2
banality	X	X5.2
banana	F	F1
band	S	S5
band-aid	B	B3
bandage	B	B3/O2
bandaged	B	B3
bandages	B	B3
bandaging	B	B3
bandana	B	B5
bandanna	B	B5
banded	S	S5
bandied	Q	Q2.2
banding	S	S5
bandit	G	G2.1-/S2mf
banditry	G	G2.1
bandits	G	G2.1-/S2mf
bandleader	K	K2/S2mf
bands	K	K2c
bandsman	K	K2/S2mf
bandstand	H	H2/K2
bandwagon	S	S5
bandwidth	Q	Q1.3
bandy	Q	Q2.2/E3
bandy-legged	Q	Q4.1
bandying	Q	Q2.2/E3
bane	X	X7
baneberry	L	L3
bang	A	A1.1.1
banger	F	F1
bangers	F	F1
banging	A	A1.1.1
bangle	B	B5
bangy	X	X3.2
banish	T	T2
banished	T	T2
banister	H	H2
banjo	K	K2
bankable	E	E2+/I1.1
bankbook	I	I1/Q1.2
bankcard	I	I1.1/O2/Q1.1
bankcharge	I	I1.3
banked	I	I1.1
banker	I	I1.1/S2mf
bankers	I	I1.1/S2mf
banking	I	I1.1
banknote	I	I1
bankroll	I	I1
bankrolling	I	I1
bankrupt	I	I1.2
bankruptcy	I	I1.2
banks	I	I1.1
banned	S	S7.4
banner	O	O2
banning	S	S7.4
banns	S	S9
banquet	F	F1
banqueted	F	F1
bans	S	S7.4
banshee	S	S9fn
bantam	L	L2
bantam-weight	K	K5.1/N3.5
bantamweight	K	K5.1/S2mf
banter	Q	Q2.2
bap	F	F1
baptise	S	S9
baptised	S	S9
baptism	S	S9
baptismal	S	S9
baptistry	S	S9/H2
baptize	S	S9
baptizing	S	S9
bar	Z	Z5
bar-coding	Q	Q1.1
bar-room	F	F2/H1
barb	O	O2
barbarian	G	G2.2-/S2mf
barbaric	E	E3
barbarism	G	G2.2
barbarity	G	G2.2
barbarous	E	E3
barbarously	E	E3
barbecue	F	F1
barbed	O	O4.1
barbed-wire	O	O4.1
barbell	K	K5.1
barbells	K	K5.1
barbeque	F	F1
barberry	L	L3
barbershop	B	B4/H1
barbet	L	L2
barbets	L	L2
barbit	F	F3
barbiturate	F	F3
barcadi	F	F2
barcode	Q	Q1.1
bare	A	A10
bare-faced	A	A11.2
bare-facedly	S	S1.2.3
bareback	B	B5-/L2
bared	A	A10
barefaced	A	A10+/G2.2
barefacedly	A	A10+/G2.2
barefoot	B	B1
barefooted	B	B1
barehanded	G	G3
bareheaded	O	O4.2
barelegged	A	A10+/B1
barely	A	A13.7
barfly	F	F2/S2mf
bargain	Q	Q2.2
bargain-basement	I	I2.2/H1
bargain-hunter	I	I1.3-/X2.4/S2mf
bargaining	Q	Q2.2
barge	M	M4fn
baritone	K	K2/S2.2m
barium	O	O1.1
bark	L	L2/X3.2
barkeeper	F	F2/S2mf
barking	L	L2/X3.2
barley	L	L3
barleycorn	L	L3
barmaid	I	I3.1/F2/S2.1f
barman	F	F2/S2.2m
barmen	F	F2/S2.2m
barmitzvah	S	S9
barmy	B	B2-/X1
barn	H	H1
barn-door	H	H2
barnacle	L	L3
barnacles	L	L3
barns	H	H1
barnstorming	K	K1/M1
barometer	W	W4/N3.1
baronial	O	O4.2
baronies	S	S7.1
barons	S	S7.1+/S2.2m
barony	S	S7.1
barrack	Q	Q2.2/S1.2.4
barracking	Q	Q2.2/S1.2.4
barracks	G	G3/H1c
barracuda	L	L2
barrage	G	G3
barraged	N	N5
barred	O	O4.1
barrel	O	O2
barrelage	F	F2
barrele	A	A1.8
barreled	A	A1.8
barrellage	N	N5/F2
barren	L	L3-/F4
barrenness	A	A1.5.2
barricade	H	H1
barrier	S	S8
barring	A	A6.1
barrister	G	G2.1/S2mf
barroom	F	F2/H1
barrow-boy	F	F4/S2.2m
bars	S	S7.4
bartender	F	F2/S2.2m
barter	I	I2.2
bartering	I	I2.2
basal	M	M7
basalt	O	O1.1
base	M	M7
baseball	K	K5.2
based	T	T2
baseless	A	A5.2
baseline	K	K5.1
basely	G	G2.2
basement	H	H2
baseness	S	S7.1
bash	E	E3
bashed	E	E3
basher	A	A1.1.1/S2mf
bashful	S	S1.2.3
bashfully	S	S1.2.3
bashfulness	S	S1.2.3
bashing	E	E3
basically	Z	Z4
basicness	A	A12
basilica	S	S9/H1
basin	O	O2
basinful	N	N3.4
basins	O	O2
basis	A	A2.2
bask	M	M8
basket	O	O2
basketball	K	K5.2
basketwork	C	C1
basking	M	M8
bass	K	K2
bass-baritone	K	K2/S2.2m
bassoon	K	K2/O2
bassoonist	K	K2/S2mf
bastard	S	S4/S2mf
bastardised	A	A5.4
baste	F	F1
basting	F	F1
bastion	S	S8
bat	K	K5.1
batch	N	N5
bate	K	K5.1/L2
bateaux	M	M4
bathe	B	B4/M4
bathed	B	B4/M4
bather	M	M4/S2mf
bathing	B	B4/M4
bathmat	H	H5/B4
bathos	Q	Q3/A2.1
bathrobe	B	B4/B5
bathroom	B	B4/H2
baths	H	H5/B4
bathtub	O	O2/B4
bathwater	O	O1.2/B4
bating	K	K5.1/L2
baton	O	O2
baton-charge	G	G3
bats	K	K5.1/O2
batsman	K	K5.1/S2mf
battalion	G	G3/S5+c
batten	A	A1.7
batter	F	F1
battered	E	E3
batterer	E	E3-/S2mf
batteries	O	O3
battering	E	E3
battery	O	O3
battery-operated	A	A1.1.1/O3
battery-powered	O	O3
batting	K	K5.1
battle	X	X8
battle-ax	E	E2-/S2.1f
battle-axe	E	E2-/S2.1f
battle-cry	S	S1.1.1/A2.1
battle-hardened	G	G3
battle-scarred	G	G3/A1.1.2
battleaxe	E	E2-/S2.1f
battlecruiser	G	G3/M4
battlefield	G	G3/M7
battlefields	G	G3/M7
battleground	G	G3/M7
battlement	H	H2
battlements	H	H2
battler	X	X8+/S2mf
battleship	M	M4/G3fn
batty	S	S1.2.6
bauble	O	O2
baubles	O	O2
baulk	E	E2
bawdy	S	S1.2.4
bawl	Q	Q2.2
bawling	Q	Q2.2
bay	L	L2/Q2.1
bayleaf	L	L3
bayonet	G	G3
bazooka	G	G3
be	A	A3
be-all	A	A11.1
beach	W	W3/M4
beach-head	M	M7/G3
beach-hut	H	H1
beachball	K	K5.2
beachcomb	X	X2.4
beachcomber	W	W3/M4/X2.4/S2mf
beachfront	W	W3/M4
beachified	W	W3/M4
beachside	W	W3/M4
beachwear	B	B5
beachy	W	W3/M4
bead	A	A1.1.1
beaded	O	O4.1
beading	O	O2
beadwork	C	C1
beady	O	O4.2
beagle	L	L2
beagles	L	L2
beak	L	L2
beaker	O	O2
beam	E	E4.1
beamed	E	E4.1
beaming	E	E4.1
beams	W	W2
bean	F	F1
bean-bag	H	H5
bean-bags	H	H5
bean-counter	I	I1/S2mf
beanbag	H	H5
beanfeast	K	K1/S1.1.3
beanie	B	B5
beano	Z	Z3
beanpole	N	N3.7-/S2mf
beans	F	F1
beansprout	F	F1
beanstalk	L	L3
bear	L	L2mfn
bear-baiting	K	K5.1
bear-like	L	L2
bearable	S	S7.4
beard	B	B1
bearded	O	O4.2
beardless	O	O4.2
beards	B	B1
bearer	A	A9+/S2mf
bearing	O	O2
bearish	I	I2.1
bears	M	M2
bearskin	G	G3/B5
beast	L	L2mfn
beastliness	E	E3
beastly	A	A5.1
beat	X	X3.2
beat-up	E	E3
beatbox	K	K2/O3
beaten	X	X9.2-/S7.3
beaten-up	A	A1.1.2
beater	K	K5.1/S2mf
beatific	E	E4.2
beatification	S	S9
beatiful	O	O4.2
beatify	S	S9
beating	X	X9.2+/S7.3
beatitude	E	E4.1
beatnik	A	A6.2-/S2mf
beau-peep	Z	Z3
beaut	Z	Z4
beauteous	O	O4.2
beautician	B	B4/I3.2/S2mf
beautified	O	O4.2+/A2.1
beautiful	O	O4.2
beautifully	O	O4.2
beautify	O	O4.2
beauty-products	B	B4
beaver-skin	O	O2
beaver-skins	O	O2
beavering	A	A1.1.1
bebop	K	K2
becalmed	M	M4
became	A	A2.1
because	Z	Z5/A2.2
becauses	A	A2.2
beck	Q	Q1.1/X5.1
beckon	Q	Q1.1
beckons	Q	Q1.1
become	A	A2.1
becoming	O	O4.2
becos	Z	Z5
bed	L	L3
bed-chamber	H	H2
bed-head	H	H5
bed-rock	W	W3
bed-roll	B	B5
bed-sit	H	H2
bed-wetting	B	B2
bedazzled	S	S7.2+/X2.5
bedbug	L	L2
bedchamber	H	H2
bedclothes	H	H5/O2
bedcover	H	H5/O2
bedded	H	H5
bedding	H	H5
bedevil	A	A12
bedfellow	S	S3.2
bedlam	A	A1.7
bedlinen	H	H5
bedpan	O	O2/B3
bedpans	O	O2/B3
bedpost	H	H5
bedraggled	O	O4.2
bedridden	B	B2
bedrock	W	W3
bedroll	B	B5
bedroom	H	H2
bedroomed	H	H2
beds	L	L3
bedsheets	B	B5
bedside	H	H5
bedsit	H	H2
bedsitter	H	H4
bedsore	B	B2
bedspread	H	H5
bedspring	O	O2
bedstead	H	H5
bedtime	T	T1.2
bedwetting	B	B2
bee	L	L2mfn
bee-keeping	F	F4/L2
bee-line	M	M6
beech	L	L3
beef	F	F1
beefburger	F	F1
beefsteak	F	F1
beefy	F	F1
beehive	H	H1/L2
beekeeper	F	F4/L2/S2mf
beekeeping	F	F4/L2
beelines	M	M6
been	A	A3
beenz	I	I1/Y2
beep	X	X3.2
beeped	X	X3.2
beeper	Q	Q1.3
beer	F	F2
beer-barrel	F	F1/O2
beer-garden	F	F1/H3
beer-gut	B	B1/F2
beer-head	F	F2/S2mf
beer-style	F	F2
beermat	F	F2/O2
beeswax	O	O1.1
beet	L	L3
beetled	A	A1.1.1
beetling	A	A1.1.1
beetroot	F	F1
befall	A	A1.1.1
befit	A	A1.2
befitting	A	A1.2
before	N	N4
beforehand	N	N4
befores	F	F1
befriend	S	S1.2.1
befriending	S	S1.2.1
befuddle	X	X2.5
befuddled	X	X2.5
beg	Q	Q2.2/E6
began	T	T2
beget	A	A2.2
beggar	I	I1.1-/S2mf
beggars	I	I1.1-/S2mf
begging	Q	Q2.2
begin	T	T2
beginner	T	T2+/S2mf
beginners	T	T2+/S2mf
beginning	T	T2
begins	T	T2
begonia	L	L3
begonias	L	L3
begot	A	A2.2
begotten	A	A2.2
begrudge	S	S1.2.2
begrudged	S	S1.2.2
begrudgingly	S	S1.2.2
beguile	A	A5.2
beguiling	O	O4.2
begun	T	T2
behalf	S	S1.1.1
behave	S	S1.1.1
behaved	S	S1.1.1
behaving	S	S1.1.1
behavior	S	S1.1.1
behavioral	S	S1.1.1
behaviorism	X	X2.1
behaviour	S	S1.1.1
behavioural	S	S1.1.1
behaviourial	S	S1.1.1
behaviourism	X	X2.1
behaviourist	S	S1.1.1/S2mf
behead	L	L1
beheaded	L	L1
beheld	X	X3.4
behemoth	N	N3.2
behest	Q	Q2.2
behind	Z	Z5
behind-the-scenes	A	A10
behold	X	X3.4
beholden	S	S7.1
beholder	X	X3.4/S2mf
beholding	X	X3.4
behoove	A	A1.2
beige	O	O4.3
beige/brown	O	O4.3
beiges	O	O4.3
beigey	O	O4.3
bein	A	A3
being	A	A3
beings	L	L1
bejeweled	O	O4.1
bejewelled	O	O4.1
belabor	A	A1.1.2
belated	T	T4
belatedly	T	T4
belch	X	X3.2
belches	B	B1/X3.2
belching	B	B1/X3.2
beleaguered	E	E3
belfry	S	S9/H2
belie	A	A5.2
belief	X	X2.1
belies	A	A10
believable	A	A5.2+/A8
believe	X	X2.1
believed	X	X2.1
believer	X	X2.1/S2mf
believes	X	X2.1
believing	X	X2.1
belittle	A	A11.1-/Q2.2
bell-bottomed	O	O4.1
bell-bottoms	B	B5
bell-ringer	S	S9/S2mf
bell-ringers	S	S9/S2mf
bell-shaped	O	O4.4
bell-tower	H	H2
bellboy	I	I3.2/S8+/S2mf
bellhop	I	I3.2/S8+/S2mf
bellicose	E	E3
belligerence	E	E3
belligerent	G	G3/S5
bellow	Q	Q2.2/E3
bellowing	Q	Q2.2/E3
bellows	I	I4
bells	O	O2/X3.2
bellwether	X	X2.6
belly	B	B1
belly-laugh	E	E4.1+/X3.2
belly-laughs	E	E4.1+/X3.2
bellyache	B	B2
bellyflop	A	A1.1.1/M4
belong	A	A9
belonged	A	A9
belonging	A	A9
belongings	B	B5
belongs	A	A9
beloved	E	E2
below	M	M6
below-stairs	S	S7.1
belt	B	B5
belt-tightening	I	I1.1
belter	A	A5.1+/S2mf
belting	E	E3
beltway	M	M3
bemoan	E	E4.1
bemoaning	E	E4.1
bemuse	X	X2.5
bemused	X	X2.5
bemusement	X	X2.5
bench	H	H5
benches	H	H5
benchmark	A	A6/A5.1
benchmarking	A	A6/A5.1
benchmarks	A	A6/A5.1
bend	O	O4.4
bendable	O	O4.4/O4.1
bender	A	A1.1.1/S2mf
bending	O	O4.4
bends	O	O4.4
bendy	O	O4.4/O4.1
beneath	Z	Z5
benediction	S	S9/Q2.2
benefactor	S	S8+/S2mf
benefactress	S	S8+/S2.1f
beneficence	S	S8
beneficent	S	S8
beneficial	S	S8
beneficiary	A	A9+/S2mf
benefit	S	S8
benefited	S	S8
benefiting	S	S8
benefits	S	S8
benefitted	S	S8
benefitting	S	S8
benevolence	S	S8
benevolent	S	S8
benevolently	S	S8
benighted	A	A1.4
benign	S	S1.2.1
benignly	S	S1.2.1
bent	A	A2.1
benzene	O	O1.2
benzodiazepine	B	B3
benzodiazepines	B	B3
bequeath	A	A9
bequest	A	A9+/I1
berate	Q	Q2.2/E3
bereaved	E	E4.1-/L1
bereavement	L	L1
bereft	A	A9
beret	B	B5
bergamot	F	F1
berry-flavored	X	X3.1
berserk	E	E3
berth	M	M8/M5
berthed	M	M8/M5
beseech	Q	Q2.2
beseeching	Q	Q2.2
beseechingly	Q	Q2.2
beset	A	A12
besetting	A	A12
beside	Z	Z5
besides	Z	Z5
besiege	G	G3
besieged	G	G3
besiegement	G	G3
besmirch	Q	Q2.2/A5.2
besotted	E	E2
besought	Q	Q2.2/E6
bespeak	Q	Q1.1
bespectacled	O	O4.1
bespoke	B	B5/N3.2
bespoken	Q	Q1.1
best	A	A5.1
best-connected	S	S5
best-known	X	X2.2
best-loved	E	E2
best-of-breed	A	A5.1
best-of-show	A	A5.1
best-paid	I	I1.1
best-quality	A	A5.1
best-represented	A	A6.2
best-seller	X	X9.2
best-selling	X	X9.2
bestial	E	E3
bestiality	E	E3
bestow	A	A9
bestowed	A	A9
bestridden	S	S7.1
bestride	S	S7.1
bestrides	S	S7.1
bestriding	S	S7.1
bestrode	S	S7.1
bestseller	Q	Q4.1/X9.2
bestsellers	X	X9.2
bet	I	I1/A1.4
beta	Q	Q3
betide	A	A2.1
betoken	Q	Q1.1
betray	G	G2.2
betrayal	G	G2.2
betrayed	G	G2.2
betrayer	G	G2.2-/S2mf
betraying	G	G2.2
betrothal	S	S4
betrothed	S	S4
better	A	A5.1
better-off	I	I1.1
better-quality	A	A5.1
bettered	A	A5.1
bettering	A	A5.1
betterment	A	A5.1+/A2.1
betters	A	A5.1++/S2mf
betting	I	I1/A1.4
between	N	N4
betweens	N	N4
beurre	F	F1
bevelled	O	O4.4
bevvies	F	F2
bevvy	F	F2
bevy	S	S5
bewail	Q	Q2.2/E4.1
beware	A	A1.3
bewilder	X	X2.5
bewildered	X	X2.5
bewildering	X	X2.5
bewilderingly	X	X2.5
bewilderment	X	X2.5
bewitch	O	O4.2
bewitched	O	O4.2
bewitches	O	O4.2
bewitching	O	O4.2
beyond	M	M6
bhaji	F	F1
bhajis	F	F1
bhangra	K	K2
bi-directional	M	M6
bi-focals	B	B3/X3.4
bi-lateral	S	S5
bi-lingual	Q	Q3
bi-sexual	S	S3.2
bianco	O	O4.3
biannual	N	N6
biannually	N	N6
bias	E	E2
bias-cut	B	B5
biased	E	E2
biases	E	E2
biasing	A	A2.2/E2
biassed	S	S5
biathlon	K	K5.1
bib	B	B5
bible	S	S9/Q4.1
bibliographic	Q	Q4.1
bibliography	Q	Q4.1
bicarb	F	F1
bicarbonate	F	F1
bicentenary	T	T3
bicentennial	T	T3
bicep	B	B1
biceps	B	B1
bicker	Q	Q2.2/E3
bickering	Q	Q2.2/E3
bictern	Q	Q3
bicuspid	B	B1/O4.4
bicycle	M	M3fn
bicycle-parts	M	M3/O2
bicyclist	M	M3/S2mf
bicyclists	M	M3/S2mf
bid	I	I2.2
bidder	I	I2.2/S2mf
bidding	I	I2.2
bide	T	T1.3
biding	T	T1.3
bidirectional	M	M6
biennial	N	N6
biff	E	E3
bifida	B	B2
bifocal	X	X3.4
bifocals	B	B3/X3.4
bifurcate	A	A6.1
bifurcated	A	A6.1
bifurcates	A	A6.1
bifurcating	A	A6.1
bifurcation	A	A6.1
big	N	N3.2
big-bellied	O	O4.1
big-brand	Q	Q1.1
big-budget	I	I1.1
big-head	S	S1.2.3+/S2mf
big-headed	S	S1.2.3
big-headedly	S	S1.2.3
big-hearted	S	S1.2.2
big-hitter	S	S7.1+/S2mf
big-money	I	I1
big-name	Q	Q2.2
big-personality	S	S1.2
big-ticket	I	I1.3
big-time	X	X9.2
bigamist	G	G2.1-/S2mf
bigamous	S	S4/G2.1
bigamy	S	S4/G2.1
biggees	N	N3.2
bigger	N	N3.2
bigger-than-life	N	N3.2
biggest	N	N3.2
biggie	N	N3.2
biggies	A	A11.1
biggish	N	N3.2
biggy	N	N3.2
bigheaded	S	S1.2.3
bigot	S	S1.2.3+/S2mf
bigoted	S	S1.2.3
bigotry	S	S1.2.3
bigwig	A	A11.1+/S2mf
bijou	N	N3.2
bike	M	M3fn
biker	M	M3/S2mf
bikers	M	M3/S2
bikeway	M	M3
bikini	B	B5
bilateral	S	S5
bilaterally	S	S5
bilberry	F	F1
bile	B	B1
bilge	M	M4
bilges	O	O1.2
bilingual	Q	Q3
bilingualism	Q	Q3
bilinguality	Q	Q3
bilious	O	O4.2
bilk	G	G2.2-/A5.2
bilked	G	G2.2-/A5.2
bilking	G	G2.2-/A5.2
bilks	G	G2.2-/A5.2
bill	I	I1.3
billboard	Q	Q1.2
billboard-like	Q	Q1.2
billed	I	I2.2/Q2.2
billet	G	G3/H4
billeted	G	G3/H4
billfold	B	B5/I1
billiard	K	K5.2
billiards	K	K5.2
billing	I	I1.3
billion	N	N1
billionaire	I	I1.1/S2mf
billions	N	N5
billionth	N	N4
billoms	B	B5
billow	W	W4
billows	W	W4
bills	I	I1.3
bimbo	S	S2.1f/X9.1
bimbo-ish	S	S2.1f/X9.1
bimonthly	N	N6
bin	A	A1.9
bin-bags	O	O2/B4
binary	N	N1
bind	S	S6
binder	Q	Q1.2
binding	S	S6
bindweed	L	L3
binge	F	F2
binge-drinking	F	F2
binges	F	F2
binging	X	X3.2
bingo	K	K5.2
binned	A	A1.9
binoculars	X	X3.4/O2
bio-centre	H	H1/Y1/B1
bio-chemist	Y	Y1/L1/S2mf
bio-chemistry	Y	Y1/L1
bio-chemists	Y	Y1/L1/S2mf
bio-degradable	O	O4.1
bio-engineering	Y	Y1/B1
bio-related	L	L1
bio-tech	Y	Y1/L1
bio-terrorism	G	G2.1-/Y1
bio-text	Y	Y2/X2.2/B1
biobibliome	Y	Y2/X2.2+/B1
biocentre	H	H1/Y1/B1
biochemical	L	L1
biochemistry	Y	Y1/L1
biodatabase	Y	Y2/X2.2+/B1
biodatabases	Y	Y2/X2.2+/B1
biodegradable	O	O4.1
biodiversity	L	L1/A6.3
bioengineering	Y	Y1/B1
biofuel	O	O1/L1
biog	Q	Q4.1
biographer	Q	Q4.1/S2mf
biographical	S	S2
biographies	Q	Q4.1
biography	Q	Q4.1
biogs	Q	Q4.1
bioinformatician	Y	Y2/X2.2/B1/S2mf
bioinformatics	Y	Y2/X2.2/B1
biol.	L	L1
biological	L	L1
biologically	L	L1
biologist	Y	Y1/L1/S2mf
biologists	Y	Y1/L1/S2mf
biology	Y	Y1/L1
biomedical	B	B3/B1
biomedicine	B	B3/B1
bionic	B	B1/Y2/S9
bionics	Y	Y2/B1
biophysics	Y	Y1/B1
biopic	Q	Q4.3
biopsy	B	B3
bioresources	L	L1
bioscience	Y	Y1/B1
biosciences	Y	Y1/B1
bioscientific	Y	Y1/B1
bioscientist	Y	Y1/B1/S2mf
bioscientists	Y	Y1/B1/S2mf
biosphere	W	W3/L1
biotech	Y	Y1/L1
biotechnological	Y	Y1/L1
biotechnologist	Y	Y1/L1/S2mf
bioterrorism	G	G2.1-/Y1
bioterrorist	G	G2.1-/S2mf
bioterrorists	G	G2.1-/S2mf
biotext	Y	Y2/X2.2/B1
biotype	B	B1
biotypes	B	B1
bipartisan	G	G1.2/A6.1
biped	M	M3fn
biplane	M	M5
biplanes	M	M5
bipolar	A	A6.1
birch	O	O2
bird	L	L2mfn
bird's-egg	L	L2/T3
bird's-eggs	L	L2/T3
bird's-nest	F	F1
bird-like	L	L2
bird-watcher	X	X3.4/L2/S2mf
bird-watching	X	X3.4/L2
birdboxes	H	H4/L2
birdbrain	S	S1.2.6
birdcage	H	H1/L2
birdhouse	L	L2/H1
birdie	K	K5.1
birdied	K	K5.1
birdies	L	L2mfn
birdland	W	W3/L2
birdlife	L	L2
birdlike	L	L2
birdsong	L	L2/X3.2
birdwatching	X	X3.4/L2
birdying	K	K5.1
biro	Q	Q1.2/O2
biros	Q	Q1.2/O2
birth	B	B1
birth-rate	S	S4/N5
birthdate	T	T1.3
birthday	T	T1.2/T3
birthing	B	B3/B1
birthmark	B	B1
birthplace	M	M7/S4
birthright	S	S1.1.4
birthstone	O	O2/T1.3
birthweight	T	T3--/N3.5
biscuit	F	F1
biscuit-maker	F	F1
biscuity	F	F1
bisect	A	A1.1.1
bisexual	S	S3.2/B1
bisexuality	S	S3.2
bishopric	S	S9/S7.1
bishops	S	S9/S7.1+/S2mf
bison	L	L2
bistro	F	F1/H1
bit	B	B1
bit-map	Y	Y1
bitch	A	A5.1-/S2.1f
bitchiness	S	S1.2.1
bitchy	S	S1.2.1
bite	B	B1
bite-back	X	X3.1
bite-size	F	F1/N3.2
bite-sized	F	F1/N3.2
biting	O	O4.6
bitmap	Y	Y1
bitnup	C	C1
bitten	B	B1
bitter	X	X3.1
